User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1000824,P879332,F,36-45,12,A,0,0,7,,,9348
1000246,P612175,F,36-45,8,B,0,0,5,,,19536
1000365,P948468,M,18-25,1,B,1,1,18,,5.0,15154
1000837,P806828,F,36-45,6,A,4+,0,19,,,15031
1000762,P955516,F,36-45,1,C,4+,0,2,11.0,,15376
1000558,P427294,M,36-45,8,A,2,0,6,19.0,,9353
1000636,P119074,F,0-17,7,C,0,0,6,,,8893
1000243,P801089,F,46-50,7,A,3,0,11,,13.0,18841
1000236,P269387,M,51-55,3,C,3,1,13,3.0,12.0,1038
1000378,P362440,F,0-17,0,C,0,1,9,18.0,,11842
1000970,P336408,F,51-55,4,C,2,0,17,,,14166
1000672,P871372,F,46-50,2,C,3,1,11,,19.0,15050
1000746,P861415,F,26-35,10,A,0,1,15,8.0,19.0,12970
1000509,P942535,M,36-45,7,B,0,0,18,10.0,13.0,14753
1000938,P124853,M,36-45,8,A,4+,0,13,,,12739
1000531,P401480,F,46-50,19,A,0,1,10,9.0,8.0,18419
1000110,P295874,F,51-55,17,C,1,1,14,19.0,10.0,2405
1000683,P638459,M,36-45,18,A,2,0,2,6.0,,7090
1000389,P862643,M,36-45,12,A,3,1,8,17.0,,9776
1000073,P127726,M,18-25,9,C,1,1,2,,,14867
1000975,P807164,F,46-50,9,A,4+,0,3,,20.0,17069
1000935,P787120,F,46-50,4,B,0,1,7,17.0,12.0,17171
1000122,P156803,F,55+,9,A,4+,1,3,,8.0,13895
1000929,P688250,M,46-50,3,A,3,0,14,2.0,18.0,13528
1000216,P664944,F,55+,15,C,3,1,9,,,10375
1000634,P507173,F,18-25,5,B,1,0,12,11.0,1.0,17369
1000190,P115769,M,55+,4,A,2,1,8,5.0,,18339
1000879,P252938,M,55+,5,B,1,0,6,,,1956
1000642,P352912,F,26-35,16,A,3,0,4,,13.0,2576
1000850,P853952,F,0-17,15,B,3,1,13,,10.0,11096
1000392,P931485,F,18-25,18,A,4+,1,19,19.0,,3831
1000543,P702965,M,55+,2,A,3,1,12,19.0,20.0,13522
1000515,P215466,M,46-50,19,C,4+,0,11,,,4850
1000431,P109676,F,51-55,20,A,1,0,6,,12.0,18205
1000320,P541172,M,46-50,1,C,0,1,8,8.0,,3150
1000586,P616640,F,36-45,5,A,0,1,4,,1.0,5714
1000779,P167637,F,26-35,8,B,4+,1,11,,5.0,11792
1000793,P642769,F,36-45,10,B,3,1,1,,15.0,7754
1000517,P705294,M,26-35,6,A,3,0,14,14.0,,16340
1000925,P219607,F,36-45,7,C,1,0,15,13.0,9.0,8598
1000815,P415789,F,36-45,16,A,0,0,17,,,7894
1000230,P945220,F,0-17,15,A,4+,1,9,,14.0,12011
1000110,P617906,M,36-45,16,B,3,0,15,15.0,,9234
1000458,P902962,F,36-45,9,B,1,1,20,11.0,,8362
1000389,P175376,F,26-35,2,A,0,1,2,18.0,11.0,10024
1000296,P678706,F,36-45,6,C,2,1,17,,,17677
1000195,P865102,F,0-17,8,C,2,0,18,,10.0,15466
1000623,P834402,F,46-50,16,A,2,1,12,6.0,,17880
1000584,P980755,F,18-25,12,B,0,1,3,,,10200
1000598,P774662,F,36-45,4,B,4+,1,6,8.0,6.0,13210
1000597,P671633,M,0-17,10,C,0,0,3,15.0,,18598
1000752,P104133,F,26-35,18,A,3,0,9,,,10479
1000345,P856163,F,26-35,1,A,2,0,15,19.0,7.0,18743
1000485,P478522,M,36-45,19,C,4+,0,9,6.0,1.0,16504
1000619,P699145,F,36-45,18,A,0,1,6,,,18901
1000053,P920462,M,0-17,18,C,0,0,8,,19.0,1018
1000843,P631817,F,36-45,2,A,3,0,18,5.0,1.0,4765
1000625,P271345,F,46-50,19,B,1,0,10,14.0,,8612
1000043,P951614,F,55+,13,B,0,0,15,,,4385
1000278,P869977,F,26-35,17,A,0,0,7,,11.0,3558
1000358,P219220,F,36-45,11,A,0,1,7,10.0,,1339
1000979,P515840,M,46-50,3,B,1,0,14,,4.0,19699
1000976,P542381,M,18-25,13,B,4+,1,4,,14.0,4611
1000640,P483288,F,26-35,20,A,0,1,16,15.0,9.0,3157
1000352,P384397,M,36-45,1,B,3,1,11,,,1492
1001000,P999338,F,36-45,0,C,2,0,3,4.0,,4665
1000381,P977963,M,0-17,16,C,0,1,14,11.0,,12850
1000338,P298045,M,26-35,13,C,2,0,16,11.0,,8765
1000435,P617650,M,51-55,18,B,2,1,18,,,10865
1000463,P315331,M,51-55,16,C,0,0,4,,,12834
1000173,P234121,M,0-17,18,B,1,1,11,12.0,13.0,8869
1000081,P171120,F,0-17,5,A,2,1,20,5.0,,2693
1000726,P524581,M,55+,11,C,3,1,10,16.0,,8099
1000667,P140384,M,46-50,20,A,2,0,14,17.0,,11656
1000332,P102368,F,18-25,8,B,0,1,20,9.0,1.0,16612
1000111,P423188,F,46-50,0,B,2,1,5,,,19036
1000743,P317971,F,36-45,1,C,2,1,8,,11.0,11461
1000954,P986496,F,36-45,17,A,1,1,15,9.0,,3822
1000266,P784498,F,46-50,8,B,3,0,15,,,14331
1000430,P817369,F,36-45,8,B,0,0,2,10.0,,12779
1000546,P268772,F,18-25,0,C,3,0,9,,,7455
1000853,P553687,M,36-45,16,C,0,1,15,6.0,,18411
1000550,P115286,M,46-50,12,B,2,0,9,4.0,15.0,12092
1000024,P960480,M,0-17,16,A,0,1,15,19.0,,5422
1000108,P323451,M,18-25,9,C,4+,1,18,5.0,9.0,6942
1000963,P952879,M,36-45,20,A,1,1,20,1.0,,2658
1000399,P530894,F,26-35,17,B,2,0,2,,1.0,4333
1000927,P402065,M,26-35,8,A,1,1,16,,13.0,5630
1000643,P361075,M,26-35,18,C,3,1,3,2.0,,15157
1000605,P556882,M,0-17,4,A,4+,0,20,7.0,19.0,8831
1000429,P578564,F,18-25,20,A,4+,0,11,6.0,,8332
1000100,P967329,F,51-55,13,A,3,0,1,16.0,,7245
1000442,P603850,M,0-17,3,A,1,0,7,16.0,,14007
1000625,P371244,F,46-50,18,B,3,0,19,,,2862
1000243,P715836,F,26-35,12,C,4+,1,4,,,18324
1000449,P578097,M,26-35,8,C,2,1,6,14.0,,11423
1000054,P786383,M,18-25,8,A,0,1,8,2.0,,6699
1000034,P917257,M,55+,16,B,4+,1,10,11.0,4.0,18310
1000633,P609560,F,18-25,9,A,1,1,10,,,8984
1000728,P224053,M,55+,8,C,0,1,12,13.0,,9271
1000807,P875341,M,55+,12,C,3,0,17,16.0,16.0,9041
1000499,P529188,M,18-25,20,B,2,1,4,6.0,,3016
1000447,P529675,F,46-50,2,C,3,1,20,,19.0,19756
1000937,P989694,F,36-45,3,C,1,1,18,,,15045
1000462,P913014,M,0-17,11,B,4+,1,9,,,3819
1000380,P918454,F,0-17,14,B,2,0,14,10.0,,13687
1000105,P820707,M,51-55,5,C,4+,0,17,20.0,,2310
1000083,P196347,F,51-55,3,A,1,0,13,,8.0,7902
1000325,P817346,M,55+,13,B,1,0,20,,,2343
1000879,P535571,F,0-17,7,A,0,0,11,,3.0,9164
1000266,P762335,M,51-55,19,A,0,1,2,4.0,18.0,5411
1000937,P424083,F,46-50,1,B,3,1,8,,,5449
1000020,P867094,M,55+,2,B,2,0,15,11.0,13.0,1752
1000950,P543708,M,26-35,13,A,4+,1,14,1.0,,11143
1000552,P703088,F,0-17,9,B,0,1,18,11.0,4.0,9964
1000819,P651292,F,51-55,16,B,2,0,16,1.0,,18016
1000405,P240798,M,51-55,1,B,2,1,4,16.0,,16076
1000652,P689996,M,51-55,5,C,4+,1,6,7.0,,9358
1000242,P563400,F,51-55,5,C,2,1,20,,,10364
1000582,P242731,F,0-17,11,A,0,0,8,2.0,,16141
1000754,P875084,M,0-17,20,C,3,1,10,17.0,18.0,13593
1000081,P629398,F,26-35,13,C,1,1,10,9.0,,10095
1000395,P195218,F,18-25,19,C,3,0,10,1.0,7.0,10293
1000502,P547271,F,55+,13,A,2,1,9,,,9838
1000274,P483215,M,18-25,4,C,3,1,19,13.0,8.0,13237
1000022,P933442,M,51-55,18,C,1,0,19,8.0,10.0,9346
1000693,P403896,F,0-17,10,C,4+,0,15,2.0,,17271
1000943,P633634,M,18-25,13,A,2,0,6,11.0,16.0,5646
1000942,P763391,F,18-25,3,B,2,1,7,1.0,10.0,6787
1000509,P110615,F,0-17,19,A,1,1,7,18.0,,18262
1000700,P833829,M,18-25,11,C,4+,0,14,18.0,7.0,11678
1000827,P234561,F,26-35,10,C,2,0,7,19.0,,11531
1000337,P763625,M,26-35,20,C,1,1,9,,,16611
1000366,P241837,F,51-55,11,A,4+,0,6,,,4247
1000068,P681486,M,46-50,4,A,2,0,2,7.0,10.0,9668
1000061,P219719,F,51-55,10,B,0,1,14,15.0,15.0,13048
1000570,P510306,F,36-45,5,C,2,0,8,18.0,,4663
1000513,P103760,F,0-17,10,A,0,0,12,,,11703
1000530,P222197,M,51-55,17,A,0,0,9,,,10340
1000420,P531620,F,18-25,13,B,3,0,8,9.0,16.0,7475
1000070,P824729,M,46-50,7,C,2,0,9,17.0,15.0,4308
1000850,P842314,F,26-35,8,A,1,1,4,,2.0,12206
1000868,P356984,M,55+,8,C,0,0,16,,,4411
1000145,P342441,F,55+,6,B,3,0,5,9.0,,10289
1000605,P951809,M,51-55,10,A,0,1,13,,7.0,3688
1000805,P353421,M,51-55,5,C,4+,0,19,17.0,16.0,16660
1000388,P267164,M,0-17,7,A,2,1,3,,,9480
1000270,P128277,M,51-55,8,C,0,0,13,,19.0,19233
1000070,P718092,F,18-25,0,C,3,1,14,,,17968
1000709,P905552,F,51-55,7,B,0,1,8,8.0,,6974
1000433,P938740,M,18-25,3,C,2,0,11,,,14661
1000673,P490626,M,0-17,13,A,2,1,17,,11.0,6818
1000310,P669832,M,46-50,13,B,4+,1,10,,20.0,10732
1000511,P357642,F,51-55,0,B,1,0,11,3.0,,14279
1000286,P996772,F,46-50,15,B,4+,1,8,6.0,,14470
1000562,P498328,F,55+,8,B,2,0,1,20.0,,10857
1000068,P225388,F,46-50,16,B,2,1,18,,20.0,13519
1000658,P635235,M,36-45,6,B,4+,0,5,,7.0,14722
1000545,P475623,M,55+,9,A,0,1,16,,,12052
1000940,P430354,F,18-25,5,B,4+,1,19,18.0,12.0,15008
1000816,P946117,F,46-50,8,C,2,1,5,11.0,14.0,12055
1000586,P684262,M,26-35,6,B,3,0,5,,,18960
1000756,P195644,M,18-25,8,A,1,1,14,14.0,5.0,18681
1000371,P105787,M,0-17,4,B,4+,1,3,,,19995
1000866,P792227,F,26-35,12,C,3,1,19,,,11775
1000399,P206327,F,51-55,0,C,2,1,16,11.0,,2266
1000135,P641862,M,51-55,7,C,2,0,10,8.0,,6254
1000899,P821178,M,51-55,14,A,4+,1,5,1.0,,9786
1000224,P935704,M,36-45,19,B,2,0,11,17.0,11.0,15291
1000101,P505911,M,36-45,7,B,2,0,12,,18.0,7029
1000955,P598630,F,36-45,8,C,0,0,13,5.0,,17603
1000135,P620671,F,36-45,9,A,2,0,11,3.0,18.0,7028
1000041,P246737,M,55+,16,A,3,0,7,,,16064
1000257,P348405,F,36-45,2,A,0,0,20,,9.0,5663
1000975,P285697,M,36-45,17,A,2,1,18,16.0,,6270
1000357,P901825,F,46-50,11,C,2,0,18,14.0,11.0,7421
1000215,P153499,M,55+,8,A,4+,1,13,2.0,,11804
1000372,P854418,F,55+,7,A,2,0,7,,,15349
1000478,P424276,M,18-25,15,A,2,0,4,1.0,4.0,5136
1000132,P296757,M,36-45,20,B,3,1,2,12.0,9.0,1503
1000042,P454374,F,36-45,6,B,0,0,9,,,16717
1000445,P431304,M,0-17,20,A,4+,0,1,,,11952
1000956,P479769,F,18-25,12,C,4+,1,18,13.0,,13945
1000337,P131656,F,51-55,4,B,2,1,1,14.0,,1102
1000035,P295147,M,55+,2,A,1,1,8,,2.0,1390
1000278,P664005,F,46-50,3,A,0,0,11,17.0,9.0,10118
1000271,P696473,M,0-17,14,A,3,0,10,4.0,,9370
1000810,P773978,M,18-25,11,C,0,0,1,7.0,7.0,4160
1000231,P447876,M,55+,2,B,1,0,2,,1.0,16293
1000088,P356369,M,18-25,7,C,2,1,2,11.0,,15091
1000539,P148748,M,26-35,9,A,1,1,9,,,13009
1000496,P213818,M,36-45,20,A,4+,1,19,,,8995
1000500,P216307,M,55+,19,B,2,1,5,,,7019
1000458,P322681,F,0-17,20,A,4+,0,17,,,15698
1000259,P316999,F,18-25,16,C,3,1,3,13.0,13.0,9406
1000257,P148894,M,0-17,4,C,2,1,2,3.0,3.0,15202
1000626,P786044,F,26-35,20,A,3,0,17,4.0,,11778
1000312,P607909,F,55+,2,A,3,0,9,12.0,,5765
1000856,P890834,F,26-35,13,C,3,0,17,16.0,1.0,7153
1000148,P257324,M,36-45,1,B,0,1,20,,13.0,15343
1000957,P495867,F,46-50,19,C,1,1,1,7.0,,13284
1000601,P808384,M,46-50,12,B,2,1,12,,,4901
1000845,P505795,M,26-35,10,A,4+,1,3,,1.0,4949
1000603,P954881,M,46-50,12,A,2,0,1,8.0,17.0,10590
1000250,P392224,F,36-45,0,A,3,1,9,1.0,6.0,1063
1000326,P638782,M,46-50,10,C,2,1,11,,2.0,13352
1000640,P713835,M,51-55,0,C,2,0,18,13.0,,12798
1000862,P424869,F,46-50,19,C,3,1,5,,,15504
1000837,P155747,M,36-45,0,C,4+,0,2,,,13222
1000472,P423691,M,36-45,4,B,3,1,8,15.0,,19817
1000265,P224636,M,46-50,13,A,2,1,20,,,17460
1000407,P992624,F,36-45,6,C,4+,1,6,5.0,8.0,11857
1000443,P697058,M,26-35,8,B,0,0,19,6.0,5.0,3448
1000675,P781429,M,36-45,17,B,2,1,13,20.0,,1078
1000649,P244738,M,36-45,6,A,4+,1,13,7.0,4.0,1493
1000782,P184832,M,36-45,19,C,1,0,6,,3.0,6846
1000708,P867059,M,26-35,10,C,2,0,19,18.0,15.0,5382
1000128,P295265,M,46-50,19,B,1,1,3,4.0,15.0,11611
1000908,P670464,F,18-25,14,C,1,0,5,3.0,,2277
1000566,P470393,M,46-50,17,A,2,0,8,,,6021
1000431,P890692,M,26-35,13,B,1,1,9,,5.0,7013
1000325,P729717,F,0-17,10,A,2,0,9,5.0,,3881
1000785,P946175,M,55+,8,B,2,0,15,,,17396
1000166,P762127,F,51-55,13,A,2,0,1,,,16697
1000542,P507882,M,36-45,14,A,2,1,5,2.0,3.0,5186
1000439,P308721,M,46-50,12,B,2,1,2,,,15247
1000566,P316478,M,26-35,5,C,0,1,2,,,6921
1000874,P390946,M,18-25,1,A,3,0,7,,,2918
1000128,P758467,F,46-50,11,C,3,0,5,2.0,14.0,11905
1000804,P242523,M,26-35,6,C,2,0,10,,6.0,11556
1000599,P797080,M,46-50,4,A,3,1,6,,,13798
1000572,P705082,F,36-45,16,C,0,1,12,,,17288
1000203,P899259,F,0-17,1,B,4+,1,16,8.0,7.0,847
1000559,P724047,M,46-50,10,A,0,0,5,2.0,,18652
1000144,P257080,M,0-17,20,B,4+,0,16,18.0,2.0,13402
1000380,P450291,F,18-25,20,B,0,1,3,,,19290
1000844,P443535,M,18-25,18,B,4+,0,12,,,12497
1000995,P875114,M,55+,17,C,1,0,3,20.0,8.0,16153
1000981,P653098,F,51-55,10,B,4+,0,17,,,8900
1000792,P536948,M,36-45,18,B,0,1,4,,,11152
1000831,P125879,M,46-50,1,B,2,1,10,,,16980
1000188,P296405,F,26-35,6,C,0,0,2,10.0,15.0,17545
1000609,P760633,M,0-17,16,C,3,1,16,2.0,,1647
1000632,P144311,M,36-45,3,B,2,0,17,,,1523
1000556,P578517,M,51-55,10,A,2,0,17,13.0,15.0,19960
1000603,P106313,M,0-17,8,B,4+,0,15,3.0,,7514
1000259,P162111,F,46-50,11,B,2,0,17,12.0,17.0,18310
1000071,P620378,F,0-17,2,B,2,0,5,12.0,,10513
1000942,P188691,M,26-35,20,C,1,1,9,,,983
1000033,P153697,F,0-17,15,C,1,0,18,,,13776
1000235,P965701,F,36-45,0,A,1,1,20,15.0,,3167
1000657,P990256,M,0-17,0,A,2,0,4,,15.0,17318
1000205,P824428,F,36-45,4,C,3,1,2,16.0,,2497
1000565,P577123,M,55+,16,C,3,1,3,,,4440
1000082,P547283,M,46-50,1,A,3,0,1,4.0,19.0,15940
1000681,P783281,M,55+,5,C,3,1,5,,,17154
1000989,P267591,M,55+,4,B,0,1,15,,,17825
1000934,P703872,M,0-17,2,C,2,1,6,2.0,11.0,15023
1000333,P694136,F,0-17,2,C,0,1,4,,10.0,11574
1000478,P959177,F,46-50,3,C,3,0,3,,4.0,6728
1000780,P937926,F,18-25,14,A,3,0,12,,14.0,19679
1000909,P974199,F,26-35,6,A,4+,0,20,10.0,,19375
1000587,P512531,M,18-25,5,C,4+,1,18,12.0,1.0,2684
1000167,P672424,M,46-50,18,C,1,1,15,,,15608
1000141,P151192,F,55+,6,C,1,0,10,12.0,6.0,19540
1000273,P990092,F,0-17,9,B,0,0,17,9.0,,5495
1000794,P463173,F,18-25,17,B,3,0,18,19.0,13.0,2403
1000500,P791000,M,55+,9,C,4+,0,4,,2.0,10489
1000722,P502078,M,18-25,3,C,4+,1,11,,,8540
1000498,P138903,F,18-25,9,A,1,1,12,,13.0,2229
1000669,P680779,M,55+,11,C,4+,0,7,8.0,12.0,3143
1000857,P487494,M,18-25,17,C,4+,1,6,20.0,5.0,18244
1000782,P316188,M,51-55,2,C,0,0,11,15.0,10.0,11617
1000535,P537360,M,46-50,18,C,0,1,6,17.0,3.0,945
1000891,P425853,F,0-17,7,B,3,0,1,,9.0,19604
1000480,P151457,F,0-17,0,B,4+,0,8,3.0,10.0,17363
1000818,P767000,M,26-35,8,B,1,1,9,,,14310
1000546,P734214,F,46-50,6,C,3,1,8,15.0,20.0,17574
1000400,P267569,M,36-45,13,A,3,1,3,14.0,,12800
1000976,P808081,F,26-35,9,C,1,0,7,11.0,5.0,8331
1000425,P914285,M,55+,8,B,3,1,6,,,19349
1000462,P876763,F,36-45,7,B,3,1,11,,6.0,12582
1000436,P986857,F,55+,16,A,0,1,7,,14.0,1369
1000271,P498804,F,55+,14,A,3,1,7,6.0,6.0,10069
1000581,P594647,M,36-45,1,B,1,1,13,15.0,6.0,7038
1000307,P388684,M,18-25,13,C,2,1,11,,,3062
1000493,P327928,F,0-17,18,B,3,1,5,,15.0,10653
1000077,P435776,M,46-50,20,A,4+,1,13,3.0,,8848
1000932,P618720,M,55+,5,B,1,0,8,,,11550
1000285,P135654,M,55+,17,A,0,1,17,,,8533
1000410,P727145,M,51-55,8,A,0,0,6,3.0,20.0,13082
1000774,P404672,M,26-35,6,A,2,0,18,13.0,8.0,12829
1000464,P626775,M,0-17,20,A,1,0,14,,,7941
1000591,P729017,F,55+,11,A,0,1,16,6.0,,8991
1000276,P267632,F,36-45,15,B,4+,0,17,10.0,14.0,12854
1000808,P490339,M,26-35,2,A,1,1,8,17.0,5.0,4519
1000562,P677745,M,55+,11,A,3,0,3,15.0,,8414
1000045,P800133,F,36-45,15,C,2,1,9,,7.0,15472
1000820,P454057,M,51-55,1,B,1,1,11,,,12765
1000139,P586807,F,36-45,1,C,1,1,16,19.0,,19828
1000841,P490926,F,18-25,3,B,2,0,14,6.0,1.0,8472
1000453,P566722,F,26-35,13,C,2,0,17,12.0,,11832
1000016,P163057,M,46-50,3,A,3,0,10,2.0,,19229
1000766,P673256,M,26-35,15,B,4+,0,18,2.0,7.0,9613
1000432,P951576,M,26-35,15,B,4+,1,1,,8.0,11159
1000641,P951505,M,36-45,2,C,1,1,17,8.0,,17229
1000569,P848725,F,46-50,15,B,2,1,16,11.0,,5608
1000087,P157315,M,46-50,6,A,0,0,18,9.0,,5748
1000222,P365682,M,18-25,12,B,0,0,11,,20.0,10259
1000308,P267587,F,18-25,8,B,4+,0,9,5.0,10.0,645
1000819,P178253,F,55+,4,A,4+,1,11,7.0,,14953
1000693,P845208,F,51-55,20,C,1,0,12,17.0,,2417
1000892,P962052,F,26-35,11,C,4+,0,18,16.0,9.0,11871
1000183,P686509,M,0-17,12,A,2,0,3,1.0,,19781
1000328,P539308,F,51-55,10,B,3,0,14,,15.0,12471
1000325,P961378,M,55+,11,B,2,1,13,16.0,19.0,3952
1000647,P333835,F,46-50,10,B,4+,1,6,,20.0,17515
1000668,P356407,F,36-45,13,C,3,1,10,,16.0,16658
1000558,P122586,F,26-35,15,B,3,0,11,2.0,,19361
1000879,P736348,M,0-17,20,A,4+,0,13,13.0,7.0,6683
1000510,P431483,M,18-25,13,B,0,0,18,,7.0,917
1000894,P952831,F,46-50,9,A,0,0,6,16.0,,6828
1000826,P754233,M,26-35,17,C,1,0,10,,19.0,9829
1000701,P228262,F,26-35,2,A,0,1,5,4.0,,9149
1000633,P301057,F,46-50,20,A,3,1,3,1.0,,7864
1000517,P137398,F,0-17,5,C,1,1,19,12.0,8.0,6809
1000872,P818468,M,26-35,10,A,3,1,5,7.0,,2583
1000472,P237866,M,36-45,17,B,1,1,1,20.0,,5748
1000972,P781875,F,0-17,15,A,2,1,4,,,7541
1000602,P811693,F,55+,9,B,4+,1,1,,4.0,1543
1000120,P621226,M,36-45,6,C,4+,0,2,20.0,9.0,12397
1000633,P875759,F,36-45,1,A,2,1,5,,,6123
1000699,P989512,F,51-55,10,A,3,0,8,17.0,,14964
1000285,P592063,M,51-55,4,A,4+,0,14,,17.0,16005
1000242,P398100,M,18-25,5,B,3,1,10,,,10488
1000109,P207471,F,18-25,7,A,0,1,1,6.0,6.0,17109
1000973,P221774,M,55+,10,A,4+,1,2,11.0,,1787
1000112,P570487,M,36-45,16,A,3,0,15,2.0,19.0,6483
1000891,P875482,M,18-25,0,B,0,1,14,20.0,15.0,13705
1000661,P566645,F,55+,19,B,4+,1,10,11.0,,1699
1000501,P826462,F,51-55,14,C,0,1,17,,18.0,16754
1000714,P804493,M,51-55,5,B,1,1,20,,1.0,12872
1000098,P451290,F,26-35,2,C,2,1,6,6.0,,2341
1000734,P437498,M,0-17,19,A,0,0,20,17.0,,5554
1000340,P192006,F,36-45,4,C,0,1,8,10.0,11.0,15326
1000372,P454406,M,18-25,2,A,2,1,1,,15.0,1057
1000182,P657666,F,0-17,12,A,3,0,12,17.0,,3367
1000283,P353486,M,0-17,12,C,1,1,15,,,8849
1000742,P410722,M,26-35,20,C,3,0,1,13.0,,16481
1000164,P942913,M,18-25,12,B,4+,0,1,,,9019
1000151,P340112,M,46-50,17,B,3,0,10,14.0,13.0,12580
1000442,P359391,F,0-17,18,C,2,0,1,,,14356
1000658,P437876,F,18-25,17,A,4+,1,11,16.0,15.0,12183
1000478,P683084,M,18-25,2,B,3,1,6,14.0,4.0,11316
1000763,P822122,M,36-45,1,A,0,0,7,2.0,,5345
1000046,P844598,M,36-45,3,A,1,1,20,19.0,,5879
1000462,P707645,F,36-45,18,A,3,0,15,,,2440
1000106,P137390,F,55+,2,A,0,1,14,,,14644
1000388,P442743,M,0-17,5,C,4+,1,15,5.0,15.0,3312
1000442,P167745,F,46-50,20,B,4+,0,12,,13.0,15847
1000689,P797698,F,0-17,0,A,2,1,19,,16.0,2970
1000045,P699812,F,26-35,10,A,4+,0,15,5.0,2.0,18587
1000758,P893761,F,55+,2,A,4+,1,13,,,17065
1000040,P895703,M,26-35,6,B,3,1,19,12.0,,16229
1000312,P407080,M,18-25,7,B,3,0,14,12.0,,13512
1000330,P846610,M,46-50,2,C,3,0,14,18.0,12.0,662
1000260,P366455,F,51-55,8,B,4+,1,9,,,15787
1000994,P603387,F,55+,9,B,3,1,14,7.0,,7884
1000573,P730558,M,46-50,0,A,4+,0,11,,10.0,10917
1000809,P903125,M,51-55,5,A,1,0,5,,2.0,11248
1000618,P353491,F,26-35,10,A,3,0,6,4.0,9.0,19743
1000415,P818187,M,46-50,14,C,0,1,13,20.0,12.0,6272
1000617,P565293,F,0-17,8,C,4+,1,8,11.0,16.0,14965
1000331,P656315,F,0-17,9,A,4+,0,8,,12.0,18946
1000644,P543693,F,36-45,17,B,3,0,5,,16.0,1952
1000621,P961419,F,26-35,9,C,0,0,15,15.0,,3827
1000066,P932611,M,0-17,7,B,1,0,4,13.0,9.0,19835
1000243,P513057,M,18-25,1,B,2,0,20,,20.0,4519
1000065,P754121,F,46-50,16,B,2,0,9,,20.0,1937
1000274,P916772,F,18-25,8,C,3,0,8,5.0,,1951
1000426,P891095,M,55+,2,A,4+,0,9,,1.0,12213
1000275,P260613,M,46-50,16,C,1,0,14,5.0,,6865
1000761,P732140,F,46-50,14,B,1,1,16,,,8335
1000190,P487285,M,36-45,5,C,1,0,19,,6.0,10947
1000186,P351013,M,55+,0,B,2,1,7,,3.0,14435
1000439,P777468,F,46-50,1,A,3,1,11,,,11494
1000604,P605266,M,26-35,1,C,2,1,5,6.0,1.0,6899
1000075,P358515,M,46-50,10,A,3,0,16,4.0,2.0,14198
1000537,P719371,M,55+,7,C,4+,1,6,,,5169
1000667,P914230,F,51-55,19,B,3,0,11,,,6293
1000645,P700943,M,18-25,8,B,0,1,5,,1.0,9036
1000445,P370786,F,26-35,1,C,2,1,14,14.0,4.0,10676
1000111,P196108,F,26-35,1,C,4+,1,14,,,13689
1000797,P278636,F,46-50,0,B,0,1,6,3.0,7.0,14712
1000606,P799680,F,18-25,14,A,3,0,7,,16.0,2569
1000276,P153502,M,46-50,10,B,2,1,14,20.0,,15983
1000384,P191466,F,18-25,18,C,4+,1,4,11.0,,15943
1000035,P168540,M,36-45,10,C,1,1,10,,11.0,18979
1000914,P939575,F,0-17,17,A,3,1,9,10.0,15.0,5709
1000770,P773074,F,36-45,15,B,2,0,1,,,19441
1000825,P849564,F,46-50,5,C,4+,1,18,3.0,,3319
1000061,P675038,M,18-25,3,C,3,1,14,18.0,,614
1000661,P207719,F,26-35,3,B,3,1,12,15.0,,11567
1000474,P644067,M,0-17,2,A,3,1,13,,,7966
1000187,P911578,M,36-45,20,A,0,1,14,14.0,,2394
1000349,P839420,F,26-35,18,C,1,1,4,18.0,,10357
1000129,P702286,M,51-55,7,B,0,1,16,,13.0,7307
1000997,P536137,F,0-17,15,A,1,0,18,,,4397
1000579,P828657,M,26-35,5,A,1,0,8,4.0,1.0,15396
1000477,P840401,F,55+,12,A,1,0,3,,,12770
1000920,P469984,F,0-17,2,A,0,0,9,,,2002
1000300,P847932,M,18-25,15,C,4+,1,15,,,4402
1000794,P906703,F,18-25,2,B,4+,0,9,11.0,20.0,10807
1000648,P791068,M,51-55,12,B,3,1,19,15.0,,10507
1000211,P161330,F,51-55,20,A,4+,0,8,,13.0,6334
1000392,P481368,F,36-45,0,A,0,1,14,,20.0,19640
1000958,P514779,F,36-45,9,A,4+,0,16,,13.0,12817
1000845,P537634,M,0-17,17,B,2,1,2,,,17390
1000175,P576556,F,18-25,20,A,4+,1,18,,,17382
1000112,P666808,F,18-25,1,A,1,0,18,,,12319
1000331,P819428,F,51-55,16,A,3,1,13,1.0,6.0,2579
1000610,P377418,F,0-17,16,B,4+,0,6,,,6921
1000257,P154219,F,18-25,3,C,3,1,7,7.0,9.0,4905
1000304,P636900,M,46-50,8,C,0,0,2,5.0,,7034
1000272,P711276,F,26-35,17,B,2,1,14,,,8824
1000159,P133449,M,18-25,13,C,2,1,2,,5.0,17973
1000419,P927549,F,26-35,17,A,2,1,11,17.0,,11383
1000405,P605933,F,46-50,2,C,2,0,12,12.0,2.0,9808
1000981,P731319,M,0-17,14,B,1,0,14,,7.0,19997
1000143,P208268,F,36-45,16,C,3,0,13,,7.0,2186
1000491,P253155,F,26-35,13,A,3,0,11,,7.0,19884
1000425,P688689,M,55+,4,C,2,1,4,3.0,,16414
1000926,P657568,M,51-55,3,B,2,0,2,20.0,12.0,14895
